node_id,class_name,parent_id,Generator
4816,100,-1,0
4817,73,4816,0
4818,75,4817,0
4819,65,4816,0
4820,12,4819,0
4821,14,4820,0
4822,52,4819,0
4823,55,4822,0
4824,12,4823,0
4825,13,4824,0
4826,13,4823,0
4827,0,4822,0
4828,65,4816,0
4829,12,4828,0
4830,14,4829,0
4831,52,4828,0
4832,55,4831,0
4833,12,4832,0
4834,13,4833,0
4835,13,4832,0
4836,0,4831,0
4837,65,4816,0
4838,12,4837,0
4839,14,4838,0
4840,56,4837,0
4841,52,4840,0
4842,55,4841,0
4843,12,4842,0
4844,13,4843,0
4845,13,4842,0
4846,12,4841,0
4847,13,4846,0
4848,57,4840,0
4849,0,4848,0
4850,13,4840,0
4851,65,4816,0
4852,12,4851,0
4853,14,4852,0
4854,56,4851,0
4855,52,4854,0
4856,55,4855,0
4857,12,4856,0
4858,13,4857,0
4859,13,4856,0
4860,12,4855,0
4861,13,4860,0
4862,57,4854,0
4863,0,4862,0
4864,13,4854,0
4865,65,4816,0
4866,12,4865,0
4867,14,4866,0
4868,6,4865,0
4869,12,4868,0
4870,13,4869,0
4871,12,4868,0
4872,13,4871,0
4873,13,4868,0
4874,65,4816,0
4875,12,4874,0
4876,14,4875,0
4877,52,4874,0
4878,55,4877,0
4879,12,4878,0
4880,13,4879,0
4881,13,4878,0
4882,0,4877,0
4883,65,4816,0
4884,12,4883,0
4885,14,4884,0
4886,56,4883,0
4887,52,4886,0
4888,55,4887,0
4889,12,4888,0
4890,13,4889,0
4891,13,4888,0
4892,12,4887,0
4893,13,4892,0
4894,57,4886,0
4895,0,4894,0
4896,13,4886,0
4897,65,4816,0
4898,12,4897,0
4899,14,4898,0
4900,52,4897,0
4901,55,4900,0
4902,12,4901,0
4903,13,4902,0
4904,13,4901,0
4905,12,4900,0
4906,13,4905,0
4907,12,4900,0
4908,13,4907,0
4909,77,4816,0
4910,7,4909,0
4911,12,4910,0
4912,14,4911,0
4913,12,4910,0
4914,14,4913,0
4915,14,4910,0
4916,52,4909,0
4917,12,4916,0
4918,13,4917,0
4919,12,4916,0
4920,13,4919,0
4921,17,4909,0
4922,52,4921,0
4923,12,4922,0
4924,13,4923,0
4925,52,4922,0
4926,55,4925,0
4927,0,4926,0
4928,13,4926,0
4929,12,4925,0
4930,13,4929,0
4931,12,4925,0
4932,13,4931,0
4933,17,4909,0
4934,52,4933,0
4935,12,4934,0
4936,13,4935,0
4937,52,4934,0
4938,55,4937,0
4939,0,4938,0
4940,13,4938,0
4941,41,4937,0
4942,12,4941,0
4943,13,4942,0
4944,44,4941,0
4945,0,4941,0
4946,17,4909,0
4947,52,4946,0
4948,12,4947,0
4949,13,4948,0
4950,52,4947,0
4951,55,4950,0
4952,0,4951,0
4953,13,4951,0
4954,41,4950,0
4955,12,4954,0
4956,13,4955,0
4957,44,4954,0
4958,0,4954,0
4959,17,4909,0
4960,52,4959,0
4961,12,4960,0
4962,13,4961,0
