node_id,path,class_name,line_number,end_line_number,col_offset,end_col_offset
210,tests/folder\pruebas.py,Name,75,75,0,5
211,tests/folder\pruebas.py,Store,75,75,None,None
212,tests/folder\pruebas.py,Call,75,75,8,29
213,tests/folder\pruebas.py,Attribute,75,75,8,27
214,tests/folder\pruebas.py,Call,75,75,8,18
215,tests/folder\pruebas.py,Name,75,75,8,16
216,tests/folder\pruebas.py,Load,75,75,None,None
217,tests/folder\pruebas.py,Load,75,75,None,None
218,tests/folder\pruebas.py,For,77,78,0,15
219,tests/folder\pruebas.py,Name,77,77,4,8
220,tests/folder\pruebas.py,Store,77,77,None,None
221,tests/folder\pruebas.py,Call,77,77,12,27
222,tests/folder\pruebas.py,Attribute,77,77,12,24
223,tests/folder\pruebas.py,Name,77,77,12,17
224,tests/folder\pruebas.py,Load,77,77,None,None
225,tests/folder\pruebas.py,Load,77,77,None,None
226,tests/folder\pruebas.py,Constant,77,77,25,26
227,tests/folder\pruebas.py,Expr,78,78,4,15
228,tests/folder\pruebas.py,Call,78,78,4,15
229,tests/folder\pruebas.py,Name,78,78,4,9
230,tests/folder\pruebas.py,Load,78,78,None,None
231,tests/folder\pruebas.py,Name,78,78,10,14
232,tests/folder\pruebas.py,Load,78,78,None,None
233,tests/folder\pruebas.py,Assign,83,83,0,24
234,tests/folder\pruebas.py,Name,83,83,0,11
235,tests/folder\pruebas.py,Store,83,83,None,None
236,tests/folder\pruebas.py,Call,83,83,14,24
237,tests/folder\pruebas.py,Name,83,83,14,22
238,tests/folder\pruebas.py,Load,83,83,None,None
239,tests/folder\pruebas.py,Expr,85,85,0,38
240,tests/folder\pruebas.py,Call,85,85,0,38
241,tests/folder\pruebas.py,Name,85,85,0,4
242,tests/folder\pruebas.py,Load,85,85,None,None
243,tests/folder\pruebas.py,Call,85,85,5,37
244,tests/folder\pruebas.py,Attribute,85,85,5,34
245,tests/folder\pruebas.py,Call,85,85,5,27
246,tests/folder\pruebas.py,Attribute,85,85,5,25
247,tests/folder\pruebas.py,Name,85,85,5,16
248,tests/folder\pruebas.py,Load,85,85,None,None
249,tests/folder\pruebas.py,Load,85,85,None,None
250,tests/folder\pruebas.py,Load,85,85,None,None
251,tests/folder\pruebas.py,Constant,85,85,35,36
252,tests/folder\pruebas.py,Assign,87,87,0,26
253,tests/folder\pruebas.py,Name,87,87,0,13
254,tests/folder\pruebas.py,Store,87,87,None,None
255,tests/folder\pruebas.py,Call,87,87,16,26
256,tests/folder\pruebas.py,Name,87,87,16,24
257,tests/folder\pruebas.py,Load,87,87,None,None
258,tests/folder\pruebas.py,Assign,88,88,0,40
259,tests/folder\pruebas.py,Name,88,88,0,13
260,tests/folder\pruebas.py,Store,88,88,None,None
261,tests/folder\pruebas.py,Call,88,88,16,40
262,tests/folder\pruebas.py,Attribute,88,88,16,38
263,tests/folder\pruebas.py,Name,88,88,16,29
264,tests/folder\pruebas.py,Load,88,88,None,None
265,tests/folder\pruebas.py,Load,88,88,None,None
266,tests/folder\pruebas.py,Expr,89,89,0,29
267,tests/folder\pruebas.py,Call,89,89,0,29
268,tests/folder\pruebas.py,Name,89,89,0,4
269,tests/folder\pruebas.py,Load,89,89,None,None
270,tests/folder\pruebas.py,Call,89,89,5,28
271,tests/folder\pruebas.py,Attribute,89,89,5,25
272,tests/folder\pruebas.py,Name,89,89,5,18
273,tests/folder\pruebas.py,Load,89,89,None,None
274,tests/folder\pruebas.py,Load,89,89,None,None
275,tests/folder\pruebas.py,Constant,89,89,26,27
276,tests/folder\pruebas.py,Assign,91,91,0,37
277,tests/folder\pruebas.py,Name,91,91,0,13
278,tests/folder\pruebas.py,Store,91,91,None,None
279,tests/folder\pruebas.py,Call,91,91,16,37
280,tests/folder\pruebas.py,Attribute,91,91,16,35
281,tests/folder\pruebas.py,Call,91,91,16,26
282,tests/folder\pruebas.py,Name,91,91,16,24
283,tests/folder\pruebas.py,Load,91,91,None,None
284,tests/folder\pruebas.py,Load,91,91,None,None
285,tests/folder\pruebas.py,Assign,92,92,0,39
286,tests/folder\pruebas.py,Name,92,92,0,13
287,tests/folder\pruebas.py,Store,92,92,None,None
288,tests/folder\pruebas.py,Call,92,92,16,39
289,tests/folder\pruebas.py,Attribute,92,92,16,36
290,tests/folder\pruebas.py,Name,92,92,16,29
291,tests/folder\pruebas.py,Load,92,92,None,None
292,tests/folder\pruebas.py,Load,92,92,None,None
293,tests/folder\pruebas.py,Constant,92,92,37,38
294,tests/folder\pruebas.py,Expr,93,93,0,19
295,tests/folder\pruebas.py,Call,93,93,0,19
296,tests/folder\pruebas.py,Name,93,93,0,4
297,tests/folder\pruebas.py,Load,93,93,None,None
298,tests/folder\pruebas.py,Name,93,93,5,18
299,tests/folder\pruebas.py,Load,93,93,None,None
300,tests/folder\prueba_simple.py,Module,None,None,None,None
301,tests/folder\prueba_simple.py,ClassDef,1,4,0,24
302,tests/folder\prueba_simple.py,ClassDef,2,4,4,24
303,tests/folder\prueba_simple.py,FunctionDef,3,4,8,24
304,tests/folder\prueba_simple.py,arguments,3,4,None,None
305,tests/folder\prueba_simple.py,arg,3,3,14,18
306,tests/folder\prueba_simple.py,Expr,4,4,12,24
307,tests/folder\prueba_simple.py,Yield,4,4,12,24
308,tests/folder\prueba_simple.py,Constant,4,4,18,24
309,tests/folder\prueba_simple.py,Expr,7,7,0,27
310,tests/folder\prueba_simple.py,Call,7,7,0,27
311,tests/folder\prueba_simple.py,Name,7,7,0,4
312,tests/folder\prueba_simple.py,Load,7,7,None,None
313,tests/folder\prueba_simple.py,Call,7,7,5,26
314,tests/folder\prueba_simple.py,Attribute,7,7,5,24
315,tests/folder\prueba_simple.py,Call,7,7,5,22
316,tests/folder\prueba_simple.py,Attribute,7,7,5,20
317,tests/folder\prueba_simple.py,Call,7,7,5,13
318,tests/folder\prueba_simple.py,Name,7,7,5,11
319,tests/folder\prueba_simple.py,Load,7,7,None,None
320,tests/folder\prueba_simple.py,Load,7,7,None,None
321,tests/folder\prueba_simple.py,Load,7,7,None,None
322,tests/folder\prueba_simple.py,ClassDef,9,10,0,8
323,tests/folder\prueba_simple.py,Pass,10,10,4,8
324,tests/folder\prueba_simple.py,FunctionDef,12,13,0,16
325,tests/folder\prueba_simple.py,arguments,12,13,None,None
326,tests/folder\prueba_simple.py,Expr,13,13,4,16
327,tests/folder\prueba_simple.py,Yield,13,13,4,16
328,tests/folder\prueba_simple.py,Constant,13,13,10,16
329,tests/folder\prueba_simple.py,Expr,15,15,0,7
330,tests/folder\prueba_simple.py,Call,15,15,0,7
331,tests/folder\prueba_simple.py,Name,15,15,0,5
332,tests/folder\prueba_simple.py,Load,15,15,None,None
333,tests/folder\prueba_simple.py,Assign,17,17,0,11
334,tests/folder\prueba_simple.py,Name,17,17,0,1
335,tests/folder\prueba_simple.py,Store,17,17,None,None
336,tests/folder\prueba_simple.py,Call,17,17,4,11
337,tests/folder\prueba_simple.py,Name,17,17,4,9
338,tests/folder\prueba_simple.py,Load,17,17,None,None
339,tests/folder\prueba_simple.py,Assign,19,19,0,7
340,tests/folder\prueba_simple.py,Name,19,19,0,1
341,tests/folder\prueba_simple.py,Store,19,19,None,None
342,tests/folder\prueba_simple.py,Call,19,19,4,7
343,tests/folder\prueba_simple.py,Name,19,19,4,5
344,tests/folder\prueba_simple.py,Load,19,19,None,None
345,tests/folder\prueba_simple.py,Expr,20,20,0,7
346,tests/folder\prueba_simple.py,Call,20,20,0,7
347,tests/folder\prueba_simple.py,Name,20,20,0,4
348,tests/folder\prueba_simple.py,Load,20,20,None,None
349,tests/folder\prueba_simple.py,Name,20,20,5,6
350,tests/folder\prueba_simple.py,Load,20,20,None,None
351,tests/folder\prueba_simple.py,Expr,21,21,0,9
352,tests/folder\prueba_simple.py,Call,21,21,0,9
353,tests/folder\prueba_simple.py,Name,21,21,0,4
354,tests/folder\prueba_simple.py,Load,21,21,None,None
355,tests/folder\prueba_simple.py,Call,21,21,5,8
356,tests/folder\prueba_simple.py,Name,21,21,5,6
357,tests/folder\prueba_simple.py,Load,21,21,None,None
358,tests/folder\relativeimports.py,Module,None,None,None,None
359,tests/folder\relativeimports.py,ImportFrom,1,1,0,35
360,tests/folder\relativeimports.py,alias,1,1,None,None
